Player ID,Name,Pos,Team,Cost,Total Points,Bonus,Points/$,Games,Goals,Assists,xG,xA,xGI,gc,xGc,clean_sheets,def_con,Saves,h_Games,h_Goals,h_Assists,h_xG,h_xA,h_xGI,h_Gc,h_xGc,a_Games,a_Goals,a_Assists,a_xG,a_xA,a_xGI,a_Gc,a_xGc
218,Barnes,FWD,Burnley,4.2,6,0,1.43,6,0,0,0.11,0.0,0.11,3,2.07,0,2,0,3,0,0,0.11,0.0,0.11,2,0.7,3,0,0,0.0,0.0,0.0,1,1.37
259,Sosa,DEF,Crystal Palace,4.8,6,0,1.25,7,0,0,0.04,0.07,0.11,2,0.9,0,9,0,4,0,0,0.0,0.0,0.0,0,0.27,3,0,0,0.04,0.07,0.11,2,0.63
670,Roefs,GK,Sunderland,4.8,134,12,27.92,34,0,0,0.0,0.1,0.1,45,49.16,10,0,107,17,0,0,0.0,0.07,0.07,18,20.07,17,0,0,0.0,0.03,0.03,27,29.09
199,Worrall,DEF,Burnley,3.8,20,0,5.26,11,0,0,0.08,0.02,0.1,11,11.68,0,76,0,4,0,0,0.08,0.0,0.08,5,4.24,7,0,0,0.0,0.02,0.02,6,7.44
619,L.Guilherme,MID,West Ham,4.9,5,0,1.02,5,0,0,0.07,0.03,0.1,2,1.82,0,11,0,3,0,0,0.07,0.02,0.09,2,1.17,2,0,0,0.0,0.01,0.01,0,0.65
130,Donovan,MID,Brentford,4.4,4,0,0.91,4,0,0,0.09,0.01,0.1,0,0.39,0,5,0,1,0,0,0.0,0.0,0.0,0,0.0,3,0,0,0.09,0.01,0.1,0,0.39
792,Alysson,MID,Aston Villa,5.0,3,0,0.6,3,0,0,0.05,0.05,0.1,2,1.87,0,4,0,2,0,0,0.05,0.02,0.07,1,1.45,1,0,0,0.0,0.03,0.03,1,0.42
535,Cirkin,DEF,Sunderland,4.0,14,0,3.5,8,0,0,0.08,0.02,0.09,2,6.49,1,28,0,4,0,0,0.08,0.02,0.09,1,4.42,4,0,0,0.0,0.0,0.0,1,2.07
392,Endo,MID,Liverpool,4.9,12,0,2.45,8,0,1,0.04,0.05,0.09,5,4.11,1,23,0,3,0,1,0.0,0.0,0.0,2,0.98,5,0,0,0.04,0.05,0.09,3,3.13
32,Martinez,GK,Aston Villa,5.0,120,11,24.0,32,0,1,0.0,0.08,0.08,39,42.92,7,0,95,17,0,0,0.0,0.06,0.06,19,20.19,15,0,1,0.0,0.02,0.02,20,22.73
748,Dasilva,MID,Brentford,4.9,2,0,0.41,2,0,0,0.08,0.0,0.08,0,0.05,0,1,0,2,0,0,0.08,0.0,0.08,0,0.05,0,0,0,0.0,0.0,0.0,0,0.0
1,Raya,GK,Arsenal,6.2,162,11,26.13,37,0,0,0.0,0.07,0.07,26,27.56,19,0,60,19,0,0,0.0,0.04,0.04,11,12.65,18,0,0,0.0,0.03,0.03,15,14.91
296,Patterson,DEF,Everton,4.4,22,0,5.0,7,0,0,0.03,0.04,0.07,2,3.67,2,31,0,3,0,0,0.0,0.04,0.04,2,1.37,4,0,0,0.03,0.0,0.03,0,2.3
320,Diop,DEF,Fulham,4.3,16,0,3.72,12,0,0,0.02,0.05,0.07,13,12.22,0,56,0,7,0,0,0.02,0.02,0.04,7,7.7,5,0,0,0.0,0.03,0.03,6,4.52
111,Pinnock,DEF,Brentford,4.2,14,2,3.33,4,0,0,0.01,0.06,0.07,5,3.7,1,42,0,1,0,0,0.0,0.04,0.04,1,1.1,3,0,0,0.01,0.02,0.03,4,2.6
618,G.Rodriguez,MID,West Ham,4.8,8,0,1.67,6,0,0,0.03,0.04,0.07,2,2.59,1,15,0,2,0,0,0.0,0.0,0.0,1,0.46,4,0,0,0.03,0.04,0.07,1,2.13
737,Kusi-Asare,FWD,Fulham,4.5,6,0,1.33,7,0,0,0.0,0.07,0.07,2,1.1,0,5,0,4,0,0,0.0,0.07,0.07,1,0.39,3,0,0,0.0,0.0,0.0,1,0.71
172,Watson,MID,Brighton,4.8,5,0,1.04,6,0,0,0.04,0.03,0.07,2,1.72,0,5,0,3,0,0,0.0,0.0,0.0,0,0.26,3,0,0,0.04,0.03,0.07,2,1.46
755,Lacey,MID,Manchester Utd,4.5,2,0,0.44,2,0,0,0.07,0.0,0.07,0,0.11,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,2,0,0,0.07,0.0,0.07,0,0.11
139,Verbruggen,GK,Brighton,4.6,128,6,27.83,37,0,0,0.0,0.06,0.06,43,47.4,10,0,101,18,0,0,0.0,0.04,0.04,17,19.87,19,0,0,0.0,0.02,0.02,26,27.53
502,Sels,GK,Nott'ham Forest,4.6,102,3,22.17,30,0,0,0.0,0.06,0.06,38,44.17,7,0,92,13,0,0,0.0,0.03,0.03,17,17.8,17,0,0,0.0,0.03,0.03,21,26.37
409,Stones,DEF,Manchester City,5.4,13,0,2.41,8,0,0,0.0,0.06,0.06,8,5.2,1,20,0,3,0,0,0.0,0.02,0.02,2,1.26,5,0,0,0.0,0.04,0.04,6,3.94
229,B.Badiashile,DEF,Chelsea,4.4,7,0,1.59,8,0,0,0.0,0.06,0.06,10,7.41,0,48,0,4,0,0,0.0,0.05,0.05,6,3.87,4,0,0,0.0,0.01,0.01,4,3.54
341,Darlow,GK,Leeds United,4.0,69,3,17.25,21,0,0,0.0,0.05,0.05,24,25.75,5,0,58,11,0,0,0.0,0.04,0.04,12,12.78,10,0,0,0.0,0.01,0.01,12,12.97
431,Bayindir,GK,Manchester Utd,4.7,11,0,2.34,6,0,0,0.0,0.05,0.05,11,9.24,0,0,13,3,0,0,0.0,0.01,0.01,4,2.94,3,0,0,0.0,0.04,0.04,7,6.3
24,Nørgaard,MID,Arsenal,5.1,6,0,1.18,6,0,0,0.05,0.0,0.05,1,2.23,0,11,0,3,0,0,0.0,0.0,0.0,1,2.18,3,0,0,0.05,0.0,0.05,0,0.05
804,Souza,DEF,Tottenham,4.0,3,0,0.75,4,0,0,0.02,0.03,0.05,3,2.61,0,6,0,1,0,0,0.0,0.0,0.0,1,0.89,3,0,0,0.02,0.03,0.05,2,1.72
462,J.Fletcher,MID,Manchester Utd,4.3,3,0,0.7,3,0,0,0.03,0.02,0.05,0,1.86,0,11,0,2,0,0,0.03,0.02,0.05,0,1.77,1,0,0,0.0,0.0,0.0,0,0.09
754,George Hemmings,MID,Aston Villa,4.5,2,0,0.44,2,0,0,0.04,0.01,0.05,0,0.61,0,1,0,1,0,0,0.04,0.0,0.04,0,0.0,1,0,0,0.0,0.01,0.01,0,0.61
545,Roberts,MID,Sunderland,5.4,1,0,0.19,1,0,0,0.03,0.02,0.05,1,0.66,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.03,0.02,0.05,1,0.66
470,Dúbravka,GK,Burnley,4.0,96,7,24.0,35,0,0,0.0,0.04,0.04,71,71.26,4,0,127,17,0,0,0.0,0.03,0.03,26,32.96,18,0,0,0.0,0.01,0.01,45,38.3
220,Sánchez,GK,Chelsea,4.8,111,7,23.12,34,0,1,0.0,0.04,0.04,47,46.8,9,0,93,19,0,0,0.0,0.03,0.03,25,26.7,15,0,1,0.0,0.01,0.01,22,20.1
565,Vicario,GK,Tottenham,4.7,90,6,19.15,31,0,0,0.0,0.04,0.04,50,46.21,7,0,83,16,0,0,0.0,0.0,0.0,28,22.77,15,0,0,0.0,0.04,0.04,22,23.44
628,José Sá,GK,Wolves,4.2,62,6,14.76,22,0,0,0.0,0.04,0.04,36,34.26,4,0,58,13,0,0,0.0,0.01,0.01,22,19.38,9,0,0,0.0,0.03,0.03,14,14.88
269,Esse,MID,Crystal Palace,4.7,4,0,0.85,4,0,0,0.0,0.04,0.04,0,1.74,0,5,0,3,0,0,0.0,0.02,0.02,0,1.09,1,0,0,0.0,0.02,0.02,0,0.65
480,Lascelles,DEF,Newcastle Utd,4.3,1,0,0.23,2,0,0,0.04,0.0,0.04,2,0.55,0,5,0,1,0,0,0.04,0.0,0.04,2,0.42,1,0,0,0.0,0.0,0.0,0,0.13
800,Jocelin.T,MID,Sunderland,4.9,1,0,0.2,1,0,0,0.0,0.04,0.04,0,0.24,0,3,0,1,0,0,0.0,0.04,0.04,0,0.24,0,0,0,0.0,0.0,0.0,0,0.0
366,A.Becker,GK,Liverpool,5.4,89,8,16.48,25,0,0,0.0,0.03,0.03,30,28.02,8,0,56,13,0,0,0.0,0.03,0.03,15,15.24,12,0,0,0.0,0.0,0.0,15,12.78
795,Howell,MID,Brighton,4.5,4,0,0.89,3,0,0,0.0,0.03,0.03,2,1.04,0,7,0,2,0,0,0.0,0.02,0.02,1,0.83,1,0,0,0.0,0.01,0.01,1,0.21
627,Johnstone,GK,Wolves,4.4,21,0,4.77,12,0,0,0.0,0.02,0.02,24,18.59,0,0,39,5,0,0,0.0,0.01,0.01,11,8.69,7,0,0,0.0,0.01,0.01,13,9.9
812,Ellborg,GK,Sunderland,4.0,16,3,4.0,3,0,0,0.0,0.02,0.02,2,4.1,1,0,10,1,0,0,0.0,0.02,0.02,1,1.68,2,0,0,0.0,0.0,0.0,1,2.42
227,Colwill,DEF,Chelsea,4.7,5,0,1.06,2,0,0,0.0,0.02,0.02,2,1.52,0,12,0,1,0,0,0.0,0.01,0.01,1,0.96,1,0,0,0.0,0.01,0.01,1,0.56
314,Leno,GK,Fulham,5.0,116,8,23.2,37,0,0,0.0,0.01,0.01,51,52.42,8,0,96,18,0,0,0.0,0.01,0.01,20,21.89,19,0,0,0.0,0.0,0.0,31,30.53
679,Hermansen,GK,West Ham,4.2,69,8,16.43,17,0,1,0.0,0.01,0.01,28,22.39,6,0,52,8,0,0,0.0,0.0,0.0,12,10.5,9,0,1,0.0,0.01,0.01,16,11.89
345,Bornauw,DEF,Leeds United,3.8,24,0,6.32,11,0,0,0.0,0.01,0.01,4,8.17,2,49,0,6,0,0,0.0,0.01,0.01,1,4.52,5,0,0,0.0,0.0,0.0,3,3.65
144,Coppola,DEF,Brighton,4.2,10,0,2.38,5,0,0,0.0,0.01,0.01,3,4.52,1,18,0,4,0,0,0.0,0.01,0.01,1,1.59,1,0,0,0.0,0.0,0.0,2,2.93
400,Ortega Moreno,GK,Nott'ham Forest,4.7,11,0,2.34,3,0,0,0.0,0.01,0.01,4,4.65,1,0,8,2,0,0,0.0,0.0,0.0,1,2.15,1,0,0,0.0,0.01,0.01,3,2.5
42,A.García,DEF,Aston Villa,3.9,4,0,1.03,5,0,0,0.0,0.01,0.01,2,1.55,0,1,0,2,0,0,0.0,0.0,0.0,0,0.09,3,0,0,0.0,0.01,0.01,2,1.46
294,Coleman,DEF,Everton,4.2,4,0,0.95,4,0,0,0.0,0.01,0.01,1,0.43,0,2,0,2,0,0,0.0,0.01,0.01,1,0.43,2,0,0,0.0,0.0,0.0,0,0.0
513,Abbott,DEF,Nott'ham Forest,3.8,3,0,0.79,3,0,0,0.0,0.01,0.01,4,3.47,0,13,0,0,0,0,0.0,0.0,0.0,0,0.0,3,0,0,0.0,0.01,0.01,4,3.47
542,Seelt,DEF,Sunderland,4.0,2,0,0.5,2,0,0,0.0,0.01,0.01,2,1.33,0,12,0,1,0,0,0.0,0.0,0.0,0,0.33,1,0,0,0.0,0.01,0.01,2,1.0
599,Scarlett,FWD,Tottenham,4.3,2,0,0.47,2,0,0,0.0,0.01,0.01,0,0.03,0,1,0,1,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0.01,0.01,0,0.03
247,D.Essugo,MID,Chelsea,4.3,1,0,0.23,3,0,0,0.0,0.01,0.01,1,0.55,0,8,0,2,0,0,0.0,0.0,0.0,0,0.31,1,0,0,0.0,0.01,0.01,1,0.24
595,Olusesi,MID,Tottenham,4.3,1,0,0.23,1,0,0,0.0,0.01,0.01,0,0.75,0,2,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0.01,0.01,0,0.75
771,Fletcher,MID,Manchester Utd,4.4,1,0,0.23,1,0,0,0.0,0.01,0.01,0,0.02,0,0,0,1,0,0,0.0,0.01,0.01,0,0.02,0,0,0,0.0,0.0,0.0,0,0.0
620,Earthy,MID,West Ham,4.5,1,0,0.22,1,0,0,0.0,0.01,0.01,1,0.73,0,0,0,1,0,0,0.0,0.01,0.01,1,0.73,0,0,0,0.0,0.0,0.0,0,0.0
769,Bendito Mantato,MID,Manchester Utd,4.5,1,0,0.22,1,0,0,0.0,0.01,0.01,0,0.05,0,0,0,1,0,0,0.0,0.01,0.01,0,0.05,0,0,0,0.0,0.0,0.0,0,0.0
656,Kalajdžić,FWD,Wolves,4.9,1,0,0.2,1,0,0,0.0,0.01,0.01,0,0.1,0,2,0,1,0,0,0.0,0.01,0.01,0,0.1,0,0,0,0.0,0.0,0.0,0,0.0
122,Milambo,MID,Brentford,5.2,1,0,0.19,1,0,0,0.0,0.01,0.01,3,1.49,0,4,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0.01,0.01,3,1.49
67,Petrović,GK,Bournemouth,4.6,121,5,26.3,37,0,0,0.0,0.0,0.0,53,54.99,11,0,106,19,0,0,0.0,0.0,0.0,20,16.57,18,0,0,0.0,0.0,0.0,33,38.42
733,Lammens,GK,Manchester Utd,5.1,103,11,20.2,31,0,0,0.0,0.0,0.0,39,38.46,7,0,77,16,0,0,0.0,0.0,0.0,20,17.92,15,0,0,0.0,0.0,0.0,19,20.54
600,Areola,GK,West Ham,4.2,51,2,12.14,20,0,1,0.0,0.0,0.0,37,35.3,0,0,77,10,0,0,0.0,0.0,0.0,18,14.72,10,0,1,0.0,0.0,0.0,19,20.58
665,Perri,GK,Leeds United,4.4,43,3,9.77,16,0,0,0.0,0.0,0.0,29,26.68,3,0,38,8,0,0,0.0,0.0,0.0,9,9.26,8,0,0,0.0,0.0,0.0,20,17.42
367,Mamardashvili,GK,Liverpool,4.1,34,2,8.29,10,0,0,0.0,0.0,0.0,18,13.29,2,0,34,4,0,0,0.0,0.0,0.0,3,3.29,6,0,0,0.0,0.0,0.0,15,10.0
674,Ramsdale,GK,Newcastle Utd,4.8,25,1,5.21,12,0,0,0.0,0.0,0.0,17,18.83,1,0,25,6,0,0,0.0,0.0,0.0,10,10.5,6,0,0,0.0,0.0,0.0,7,8.33
567,Kinsky,GK,Tottenham,3.9,15,0,3.85,6,0,0,0.0,0.0,0.0,7,5.14,1,0,9,2,0,0,0.0,0.0,0.0,3,2.16,4,0,0,0.0,0.0,0.0,4,2.98
33,M.Bizot,GK,Aston Villa,4.2,14,0,3.33,6,0,0,0.0,0.0,0.0,9,9.68,1,0,17,2,0,0,0.0,0.0,0.0,3,4.1,4,0,0,0.0,0.0,0.0,6,5.58
715,John,GK,Nott'ham Forest,4.0,11,0,2.75,5,0,0,0.0,0.0,0.0,8,6.13,1,0,6,3,0,0,0.0,0.0,0.0,4,3.04,2,0,0,0.0,0.0,0.0,4,3.09
182,Trafford,GK,Manchester City,4.5,11,0,2.44,3,0,0,0.0,0.0,0.0,4,3.97,1,0,11,1,0,0,0.0,0.0,0.0,2,1.11,2,0,0,0.0,0.0,0.0,2,2.86
221,Jörgensen,GK,Chelsea,4.3,9,0,2.09,5,0,0,0.0,0.0,0.0,5,4.12,0,0,8,1,0,0,0.0,0.0,0.0,0,0.0,4,0,0,0.0,0.0,0.0,5,4.12
254,Benitez,GK,Crystal Palace,3.9,7,0,1.79,1,0,0,0.0,0.0,0.0,0,1.12,1,0,3,1,0,0,0.0,0.0,0.0,0,1.12,0,0,0,0.0,0.0,0.0,0,0.0
369,Woodman,GK,Liverpool,3.9,6,0,1.54,3,0,0,0.0,0.0,0.0,4,4.76,0,0,9,1,0,0,0.0,0.0,0.0,1,2.26,2,0,0,0.0,0.0,0.0,3,2.5
629,Bentley,GK,Wolves,3.9,6,0,1.54,3,0,0,0.0,0.0,0.0,7,5.1,0,0,7,1,0,0,0.0,0.0,0.0,1,0.66,2,0,0,0.0,0.0,0.0,6,4.44
214,Trésor,MID,Burnley,4.3,6,0,1.4,6,0,0,0.0,0.0,0.0,2,1.65,0,5,0,5,0,0,0.0,0.0,0.0,2,1.31,1,0,0,0.0,0.0,0.0,0,0.34
149,Igor,DEF,Brighton,4.5,6,0,1.33,4,0,0,0.0,0.0,0.0,3,4.66,0,13,0,2,0,0,0.0,0.0,0.0,1,0.61,2,0,0,0.0,0.0,0.0,2,4.05
183,Weiss,GK,Burnley,4.2,4,0,0.95,2,0,0,0.0,0.0,0.0,3,2.73,0,0,7,1,0,0,0.0,0.0,0.0,2,1.44,1,0,0,0.0,0.0,0.0,1,1.29
93,H.Traorè,MID,Bournemouth,4.5,4,0,0.89,1,0,1,0.0,0.0,0.0,2,0.4,0,4,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,1,0.0,0.0,0.0,2,0.4
80,Soler,DEF,Bournemouth,3.9,3,0,0.77,3,0,0,0.0,0.0,0.0,2,1.62,0,1,0,2,0,0,0.0,0.0,0.0,1,0.17,1,0,0,0.0,0.0,0.0,1,1.45
549,Neil,MID,Sunderland,4.8,3,0,0.62,3,0,0,0.0,0.0,0.0,0,0.64,0,2,0,2,0,0,0.0,0.0,0.0,0,0.2,1,0,0,0.0,0.0,0.0,0,0.44
346,Byram,DEF,Leeds United,3.7,2,0,0.54,2,0,0,0.0,0.0,0.0,1,1.01,0,3,0,1,0,0,0.0,0.0,0.0,0,0.22,1,0,0,0.0,0.0,0.0,1,0.79
448,Malacia,DEF,Manchester Utd,3.7,2,0,0.54,2,0,0,0.0,0.0,0.0,1,0.35,0,2,0,1,0,0,0.0,0.0,0.0,0,0.3,1,0,0,0.0,0.0,0.0,1,0.05
159,March,MID,Brighton,5.8,3,0,0.52,3,0,0,0.0,0.0,0.0,1,0.43,0,0,0,2,0,0,0.0,0.0,0.0,0,0.36,1,0,0,0.0,0.0,0.0,1,0.07
650,Chirewa,MID,Wolves,4.3,2,0,0.47,2,0,0,0.0,0.0,0.0,0,0.5,0,4,0,1,0,0,0.0,0.0,0.0,0,0.05,1,0,0,0.0,0.0,0.0,0,0.45
762,Drakes-Thomas,MID,Crystal Palace,4.5,2,0,0.44,2,0,0,0.0,0.0,0.0,1,0.73,0,3,0,0,0,0,0.0,0.0,0.0,0,0.0,2,0,0,0.0,0.0,0.0,1,0.73
446,Fredricson,DEF,Manchester Utd,3.7,1,0,0.27,1,0,0,0.0,0.0,0.0,0,0.3,0,2,0,1,0,0,0.0,0.0,0.0,0,0.3,0,0,0,0.0,0.0,0.0,0,0.0
105,Valdimarsson,GK,Brentford,3.8,1,0,0.26,1,0,0,0.0,0.0,0.0,3,0.97,0,0,1,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,3,0.97
481,A.Murphy,DEF,Newcastle Utd,3.8,1,0,0.26,1,0,0,0.0,0.0,0.0,1,0.27,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,1,0.27
675,Gunn,GK,Nott'ham Forest,4.0,1,0,0.25,1,0,0,0.0,0.0,0.0,0,0.21,0,0,0,1,0,0,0.0,0.0,0.0,0,0.21,0,0,0,0.0,0.0,0.0,0,0.0
745,Byfield,DEF,Tottenham,4.0,1,0,0.25,1,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0
750,Rowswell,DEF,Tottenham,4.0,1,0,0.25,1,0,0,0.0,0.0,0.0,0,0.36,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.36
133,Peart-Harris,MID,Brentford,4.4,1,0,0.23,1,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.0
175,Knight,MID,Brighton,4.4,1,0,0.23,1,0,0,0.0,0.0,0.0,0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0
281,Rodney,MID,Crystal Palace,4.4,1,0,0.23,1,0,0,0.0,0.0,0.0,0,0.65,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.65
702,Burrowes,MID,Aston Villa,4.3,1,0,0.23,1,0,0,0.0,0.0,0.0,1,0.9,0,1,0,1,0,0,0.0,0.0,0.0,1,0.9,0,0,0,0.0,0.0,0.0,0,0.0
62,Jimoh-Aloba,MID,Aston Villa,4.5,1,0,0.22,1,0,0,0.0,0.0,0.0,0,0.61,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0.0,0,0.61
